ISN,Region,County,Child ID,Custody Start,Custody End,Custody Type,Custody Sequence Number,Custody Tracking Number
3578,VII-C,Harrison,1341502,2001-10-23,2001-10-23,CORD,1,24YC01P00561
3173,VII-C,Harrison,1341537,2001-10-23,2002-05-24,CORD,1,24YC01P00479
3174,VII-C,Harrison,1341553,2001-10-23,2002-05-24,CORD,1,24YC01P00480
3172,VII-C,Harrison,1341561,2001-10-23,2002-05-24,CORD,1,24YC01P00481
4945,II-E,Quitman,1342010,2002-07-01,2002-08-21,CORD,1,60YC02P00035
4946,II-E,Quitman,1342029,2002-07-01,2002-08-21,CORD,1,60YC02P00036
24138,I-S,Lee,1342045,2010-03-29,2012-10-11,CORD,1,41YC10P00293
4619,III-S,Hinds,1342193,2002-04-25,2005-03-08,CORD,1,25YC02P00696
17957,III-N,Rankin,1342193,2008-01-09,2014-02-20,CORD,2,61YC08P00024
36252,III-N,Rankin,1342193,2014-03-21,2014-06-16,CORD,3,61YC14P00449
39143,III-N,Rankin,1342193,2014-11-19,2014-12-12,CORD,4,61YC15P00247
10802,IV-S,Neshoba,1342371,2005-01-22,2005-12-05,CORD,1,50YC05P00020
10804,IV-S,Neshoba,1342428,2005-01-22,2005-11-17,CORD,1,50YC05P00018
43630,V-E,Marion,1342673,2016-04-15,2016-08-15,CORD,1,46YC16P00169
3175,II-E,DeSoto,1343629,2001-11-06,2005-12-06,CORD,1,17YC01P00473
3176,II-E,DeSoto,1343661,2001-11-06,2002-07-16,CORD,1,17YC01P00474
32563,I-S,Monroe,1344668,2013-04-05,2015-07-14,CORD,1,48YC13P00180
3449,II-E,Yalobusha,1345842,2001-11-15,2001-12-06,CORD,1,81YC01P00037
3463,II-E,Yalobusha,1345850,2001-11-15,2001-12-06,CORD,1,81YC01P00038
3433,II-W,Sunflower,1346350,2001-12-05,2002-08-26,CORD,1,67YC01P00150
5879,IV-S,Newton,1346369,2002-10-14,2003-09-03,CORD,1,51YC02P00124
6304,IV-S,Newton,1346385,2003-02-18,2004-05-19,CORD,1,51YC01P00127
9777,IV-S,Newton,1346385,2004-09-01,2005-07-20,CORD,2,51YC04P00108
4706,VII-W,Hancock,1347012,2001-10-16,2003-04-17,CORD,1,23YC02P00043
20012,I-S,Itawamba,1347284,2008-10-03,2011-02-18,CORD,1,29YC08P00262
20881,II-E,Tate,1347721,2009-02-23,2009-04-01,CORD,1,69YC09P00033
4611,II-E,Tate,1347764,2002-04-02,2002-05-01,CORD,1,69YC02P00005
4035,III-S,Hinds,1348094,2002-01-14,2002-01-17,CORD,1,25YC01P00781
9091,III-S,Hinds,1348094,2002-09-18,2004-06-29,CORD,2,25YC01P00781
9381,VII-W,Hancock,1348612,2002-04-17,2004-06-21,CORD,1,23YC02P00030
3302,VII-C,Harrison,1349104,2001-11-08,2001-11-26,CORD,1,24YC01P00522
15245,IV-S,Jasper,1349333,2006-11-17,2010-03-15,CORD,1,31YC07P00001
48741,VI,Lamar,1349538,2017-06-29,2018-02-13,CORD,1,37YC17P00379
3426,IV-S,Scott,1350048,2001-12-05,2004-03-09,CORD,1,62YC01P00249
3427,IV-S,Scott,1350072,2001-12-05,2004-03-09,CORD,1,62YC01P00250
3429,IV-S,Scott,1350269,2001-12-05,2004-10-05,CORD,1,62YC01P00251
3430,IV-S,Scott,1350285,2001-12-05,2004-10-05,CORD,1,62YC01P00252
3431,IV-S,Scott,1350358,2001-12-05,2004-10-05,CORD,1,62YC01P00253
3425,IV-S,Scott,1350412,2001-12-05,2004-10-05,CORD,1,62YC01P00254
15059,I-N,Tishomingo,1350781,2006-11-16,2008-02-12,CORD,1,71YC06P00286
18454,I-N,Tishomingo,1350781,2008-03-11,2010-10-26,CORD,2,71YC08P00096
4049,VII-C,Harrison,1350803,2001-11-13,2002-10-21,CORD,1,24YC02P00017
9617,VII-C,Harrison,1350803,2004-04-02,2005-08-22,CORD,2,24YC04P00292
17571,VI,Stone,1351095,2007-09-11,2008-10-16,CORD,1,66YC07P00132
21478,VI,Stone,1351095,2009-04-14,2009-05-13,CORD,2,66YC09P00028
5648,II-W,Coahoma,1351761,2002-10-09,2003-10-09,CORD,1,14YC02P00308
4845,IV-S,Lauderdale,1352210,2001-11-01,2001-11-29,CORD,1,38YC02P00125
4846,IV-S,Lauderdale,1352229,2001-11-01,2001-11-29,CORD,1,38YC02P00214
7988,IV-S,Clarke,1352229,2003-11-07,2006-02-28,CORD,2,12YC03P00125
6397,IV-S,Lauderdale,1352679,2002-05-03,2002-05-23,CORD,1,38YC03P00209
4355,V-W,Franklin,1353403,2001-10-15,2002-04-30,CORD,1,19YC01P00025
4371,III-N,Madison,1353411,2001-11-19,2002-03-06,CORD,1,45YC02P00024
27907,II-E,DeSoto,1353969,2011-07-07,2011-08-11,CORD,1,17YC11P00985
32812,V-E,Simpson,1354043,2013-05-06,2014-03-11,CORD,1,64YC13P00085
11542,II-W,Washington,1354302,2005-06-09,2009-05-07,CORD,1,76YC05P00586
3458,II-E,Tunica,1354701,2001-11-11,2002-01-10,CORD,1,72YC01P00034
3457,II-E,Tunica,1354736,2001-11-11,2002-01-10,CORD,1,72YC01P00033
3377,II-E,Tunica,1354752,2001-11-11,2002-01-10,CORD,1,72YC01P00032
3790,VI,Stone,1354825,2001-11-08,2007-10-24,CORD,1,66YC01P00048
8057,III-N,Yazoo,1355147,2002-04-19,2004-07-14,CORD,1,82YC03P00101
8058,III-N,Yazoo,1355163,2002-04-19,2004-07-14,CORD,1,82YC03P00102
8059,III-N,Yazoo,1355171,2002-04-19,2004-07-14,CORD,1,82YC03P00103
21288,III-N,Yazoo,1355171,2009-04-08,2012-04-16,CORD,2,82YC09P00065
11559,V-W,Warren,1355279,2005-03-17,2005-03-22,CORD,1,75YC05P00320
11638,V-W,Warren,1355295,2005-03-17,2005-03-22,CORD,1,75YC05P00338
3199,V-W,Warren,1355392,2001-11-12,2001-11-26,CORD,1,75YC01P00374
4180,V-W,Warren,1355392,2002-02-06,2002-11-13,CORD,2,75YC01P00374
3200,V-W,Warren,1355414,2001-11-09,2003-04-03,CORD,1,75YC01P00375
4001,V-W,Warren,1355422,2001-11-09,2004-03-16,CORD,1,75YC02P00002
5889,I-N,Tishomingo,1355686,2002-12-04,2004-06-21,CORD,1,71YC02P00242
15699,III-N,Rankin,1355716,2007-03-07,2007-03-16,CORD,1,61YC07P00222
5888,I-N,Tishomingo,1355724,2002-12-04,2004-06-21,CORD,1,71YC02P00243
5892,I-N,Tishomingo,1355732,2002-12-04,2004-06-21,CORD,1,71YC02P00244
11636,V-W,Warren,1355740,2005-03-17,2005-03-22,CORD,1,75YC05P00337
5890,I-N,Tishomingo,1355759,2002-12-04,2004-06-21,CORD,1,71YC02P00245
16620,IV-N,Oktibbeha,1355805,2007-06-26,2007-08-17,CORD,1,53YC02P00093
16679,IV-N,Oktibbeha,1355856,2007-06-26,2007-08-17,CORD,1,53YC07P00053
6851,III-S,Hinds,1355880,2003-05-27,2005-10-11,CORD,1,25YC01P00863
3216,II-E,DeSoto,1356232,2001-11-13,2003-08-19,CORD,1,17YC01P00480
11684,II-E,DeSoto,1356232,2005-06-15,2005-08-23,VOL,2,17YC05P00668
3217,II-E,DeSoto,1356240,2001-11-13,2003-08-19,CORD,1,17YC01P00481
11682,II-E,DeSoto,1356240,2005-06-15,2005-08-23,VOL,2,17YC05P00666
51541,II-E,DeSoto,1356240,2018-04-10,2018-04-13,CORD,3,17YC18P00649
11640,V-W,Warren,1356380,2005-03-17,2005-03-22,CORD,1,75YC05P00340
11639,V-W,Warren,1356410,2005-03-17,2005-03-22,CORD,1,75YC05P00339
5837,V-W,Walthall,1357026,2002-11-26,2003-03-12,CORD,1,74YC02P00184
9380,V-W,Walthall,1357026,2004-07-12,2004-07-14,CORD,2,74YC04P00064
9378,V-W,Walthall,1357034,2004-07-12,2004-07-14,CORD,1,74YC04P00062
4551,VII-E,Jackson,1357654,2001-11-14,2003-06-12,CORD,1,30YC02P00183
4550,VII-E,Jackson,1357670,2001-11-14,2003-06-12,CORD,1,30YC02P00182
4543,VII-E,Jackson,1357719,2001-11-14,2003-06-12,CORD,1,30YC02P00181
21758,I-N,Prentiss,1358146,2009-06-10,2011-12-20,CORD,1,59YC09P00158
4432,III-N,Madison,1358782,2001-11-07,2002-08-30,CORD,1,45YC02P00028
14380,V-W,Warren,1359088,2006-08-22,2006-09-19,CORD,1,75YC06P00378
18209,V-W,Warren,1359088,2008-02-07,2008-05-06,CORD,2,75YC08P00032
8396,VI,Forrest,1359223,2003-09-10,2006-06-15,CORD,1,18YC04P00017
21409,VII-W,Hancock,1359355,2009-01-21,2009-09-23,CORD,1,23YC09P00021
28956,IV-N,Lowndes,1359452,2011-12-13,2017-06-21,CORD,1,44YC04P00078
6628,I-S,Lee,1359924,2003-03-31,2005-08-11,CORD,1,41YC03P00285
6446,VII-C,Harrison,1360000,2002-07-30,2004-12-17,CORD,1,24YC02P00272
8522,IV-N,Lowndes,1360086,2004-01-22,2005-05-04,CORD,1,44YC02P00184
3355,IV-S,Lauderdale,1360264,2001-11-09,2003-02-28,VOL,1,38YC01P00453
3283,II-E,DeSoto,1360620,2001-11-19,2001-11-21,CORD,1,17YC01P00486
3289,VII-C,Harrison,1360736,2001-06-21,2005-01-11,CORD,1,24YC01P00505
21955,VII-C,Harrison,1360736,2009-07-03,2011-06-01,CORD,2,24YC09P00145
3285,VII-C,Harrison,1360809,2001-06-21,2005-01-11,CORD,1,24YC01P00506
21954,VII-C,Harrison,1360809,2009-07-03,2010-11-12,CORD,2,24YC09P00144
3290,VII-C,Harrison,1360825,2001-06-21,2005-01-11,CORD,1,24YC01P00507
21956,VII-C,Harrison,1360825,2009-07-03,2011-06-01,CORD,2,24YC09P00146
15266,II-W,Carroll,1361066,2006-11-17,2006-12-21,CORD,1,08YC06P00087
4072,V-E,Lincoln,1361104,2001-10-17,2004-07-22,CORD,1,43YC02P00012
3292,I-S,Itawamba,1362062,2001-11-15,2004-03-22,CORD,1,29YC01P00134
5786,II-W,Leflore,1362860,2002-11-13,2002-12-18,CORD,1,42YC01P00155
6606,II-W,Leflore,1362860,2002-12-18,2002-12-18,CORD,2,42YC01P00155
7859,V-W,Pike,1362941,2003-11-10,2003-11-12,CORD,1,57YC03P00427
4586,I-S,Pontotoc,1363867,2001-11-12,2003-01-23,CORD,1,58YC01P00126
13701,IV-N,West Chickasaw,1364316,2006-05-03,2007-02-16,CORD,1,84YC06P00097
10665,VII-E,Jackson,1365096,2005-01-20,2009-12-07,CORD,1,30YC05P00072
4841,VI,Lamar,1365363,2001-03-05,2002-06-11,CORD,1,37YC02P00079
4843,V-W,Warren,1365770,2002-03-08,2002-04-04,CORD,1,75YC02P00195
3246,IV-N,Lowndes,1366173,2001-11-15,2002-03-27,CORD,1,44YC01P00332
10018,VI,Lamar,1366408,2004-09-28,2006-01-10,CORD,1,37YC04P00379
15219,VI,Lamar,1366408,2006-12-19,2010-11-18,CORD,2,37YC06P00369
30772,VII-E,Jackson,1366947,2012-08-07,2013-01-29,CORD,1,30YC03P00238
3274,IV-N,Lowndes,1367587,2001-11-09,2010-07-07,CORD,1,44YC01P00338
3306,IV-N,Lowndes,1367595,2001-10-09,2006-10-24,CORD,1,44YC01P00343
4777,V-E,Copiah,1367609,2002-01-04,2002-11-12,CORD,1,15YC02P00020
3317,III-N,Rankin,1367633,2001-11-14,2002-02-07,CORD,1,61YC01P00725
13224,III-S,Hinds,1367730,2006-01-25,2009-09-16,CORD,1,25YC06P00282
25324,III-S,Hinds,1367811,2009-11-28,2010-01-07,CORD,1,25YC10P01492
25325,III-S,Hinds,1367846,2009-11-28,2010-01-07,CORD,1,25YC10P01493
3288,IV-S,Wayne,1368354,2001-11-18,2001-11-19,CORD,1,77YC01P00163
15047,V-E,Smith,1369105,2006-11-28,2007-01-24,CORD,1,65YC06P00138
28424,V-W,Claiborne,1369717,2011-10-05,2012-03-02,CORD,1,11YC11P00051
3281,IV-N,Clay,1370707,2001-11-14,2003-01-29,CORD,1,13YC01P00122
9583,IV-N,Clay,1370707,2003-12-12,2008-11-21,VOL,2,13YC04P00127
13003,I-N,Tippah,1371320,2005-12-16,2006-04-12,CORD,1,70YC05P00213
9789,I-S,Lafayette,1371347,2004-08-26,2005-03-10,VOL,1,36YC04P00111
13515,I-S,Lafayette,1371347,2006-03-17,2006-09-14,CORD,2,36YC06P00050
13514,I-S,Lafayette,1371363,2006-03-17,2006-09-14,CORD,1,36YC06P00048
13516,I-S,Lafayette,1371401,2006-03-17,2006-09-14,CORD,1,36YC06P00049
6311,IV-S,Lauderdale,1371703,2003-01-30,2003-02-25,CORD,1,38YC03P00103
7368,IV-S,Lauderdale,1371703,2003-08-05,2004-05-25,CORD,2,38YC03P00626
5691,VI,Forrest,1373161,2002-09-25,2007-07-17,CORD,1,18YC02P00142
4547,VI,Forrest,1373242,2002-03-07,2004-03-19,CORD,1,18YC02P00016
4548,VI,Forrest,1373269,2002-03-07,2003-08-19,CORD,1,18YC02P00017
4667,I-N,Alcorn,1373684,2002-04-27,2002-12-04,CORD,1,02YC02P00169
15444,I-N,Alcorn,1373684,2007-01-16,2007-02-21,CORD,2,02YC07P00028
9680,VII-W,Hancock,1374192,2004-07-10,2006-05-24,CORD,1,23YC04P00087
9474,VII-W,Hancock,1374222,2004-07-10,2006-05-24,CORD,1,23YC04P00088
9767,VII-W,Hancock,1374230,2004-07-10,2006-05-24,CORD,1,23YC04P00089
8401,II-E,Grenada,1375156,2003-12-19,2004-01-26,CORD,1,22YC04P00011
8275,II-E,Grenada,1375245,2003-12-17,2003-12-19,CORD,1,22YC04P00012
43404,I-S,Lee,1375571,2016-04-05,2016-10-04,CORD,1,41YC16P00231
24912,V-E,Lawrence,1375644,2010-06-22,2012-11-07,CORD,1,39YC10P00074
24910,V-E,Lawrence,1375695,2010-06-22,2012-11-07,CORD,1,39YC10P00072
3421,II-W,Coahoma,1376276,2001-11-20,2002-09-27,CORD,1,14YC01P00346
6371,II-W,Coahoma,1376276,2003-02-13,2011-08-30,CORD,2,14YC03P00077
11329,III-S,Hinds,1377280,2005-04-12,2005-04-13,CORD,1,25YC05P00770
11330,III-S,Hinds,1377302,2005-04-12,2005-04-12,CORD,1,25YC05P00769
11328,III-S,Hinds,1377310,2005-04-12,2005-04-13,CORD,1,25YC05P00768
11331,III-S,Hinds,1377345,2005-04-12,2005-04-13,CORD,1,25YC05P00767
8637,VII-E,Jackson,1377949,2004-03-12,2004-04-30,CORD,1,30YC04P00382
4337,III-N,Yazoo,1378074,2001-11-20,2007-10-03,CORD,1,82YC02P00050
7950,VI,Lamar,1378406,2003-09-02,2004-10-26,CORD,1,37YC04P00233
22914,VI,Perry,1378406,2009-10-26,2010-09-23,CORD,2,56YC09P00051
36383,V-E,Copiah,1378406,2014-05-02,2015-06-05,CORD,3,15YC14P00124
46224,VI,Lamar,1378406,2016-11-15,2017-09-12,CORD,4,37YC16P00481
4177,III-N,Madison,1378767,2001-11-19,2005-11-21,CORD,1,45YC02P00007
4178,III-N,Madison,1378783,2001-11-20,2008-01-18,CORD,1,45YC02P00008
3560,IV-N,Winston,1379046,2001-11-06,2001-12-05,CORD,1,80YC01P00137
4047,VII-C,Harrison,1379852,2001-11-05,2003-12-16,CORD,1,24YC02P00015
12634,V-W,Adams,1379879,2005-11-08,2009-12-21,CORD,1,01YC04P00030
4048,VII-C,Harrison,1379909,2001-11-05,2003-12-16,CORD,1,24YC02P00016
7642,I-N,Prentiss,1380796,2003-10-01,2008-08-21,CORD,1,59YC03P00260
7643,I-N,Prentiss,1380818,2003-10-01,2008-08-21,CORD,1,59YC03P00261
5801,I-N,Prentiss,1380826,2002-11-21,2008-08-21,CORD,1,59YC02P00383
22911,I-N,Alcorn,1380826,2009-10-01,2011-11-07,CORD,2,02YC09P00450
12852,VI,Stone,1381180,2005-12-09,2009-07-22,CORD,1,66YC05P00047
4765,I-S,Lafayette,1381202,2002-05-28,2003-08-18,CORD,1,36YC01P00183
8047,I-S,Lafayette,1381202,2003-12-11,2004-03-18,CORD,2,36YC03P00115
20739,I-S,Lafayette,1381237,2009-01-28,2009-12-10,CORD,1,36YC09P00027
4156,V-W,Warren,1381822,2001-11-21,2001-11-27,CORD,1,75YC01P00388
8119,VII-E,Jackson,1383248,2004-01-05,2004-07-21,CORD,1,30YC04P00004
13677,VII-E,Jackson,1383248,2006-05-04,2006-09-13,CORD,2,30YC06P00307
28003,VII-E,Jackson,1383248,2009-08-26,2014-11-03,CORD,3,30YC09P01441
8120,VII-E,Jackson,1383256,2004-01-05,2004-07-21,CORD,1,30YC03P00231
10130,VII-E,Jackson,1383256,2004-10-17,2005-04-06,CORD,2,30YC04P00913
13676,VII-E,Jackson,1383256,2006-04-30,2014-09-08,CORD,3,30YC06P00306
13678,VII-E,Jackson,1383272,2006-05-04,2006-09-13,CORD,1,30YC06P00308
3492,VII-C,Harrison,1383353,2001-11-28,2002-03-27,CORD,1,24YC01P00535
3357,III-S,Hinds,1383493,2001-11-27,2002-08-13,CORD,1,25YC01P00736
5614,III-S,Hinds,1383493,2002-10-02,2003-06-03,CORD,2,25YC01P00736
5660,VI,Forrest,1383655,2002-10-28,2003-05-23,CORD,1,18YC02P00138
7660,III-N,Yazoo,1383914,2002-05-20,2004-07-01,CORD,1,82YC01P00186
3329,V-W,Jefferson,1383930,2001-11-21,2003-09-05,CORD,1,32YC01P00012
4414,VII-C,Harrison,1384201,2002-03-19,2006-09-28,CORD,1,24YC01P00525
4413,VII-C,Harrison,1384244,2002-03-19,2003-12-31,CORD,1,24YC01P00526
4411,VII-C,Harrison,1384287,2002-03-19,2002-09-17,CORD,1,24YC01P00527
7793,VII-C,Harrison,1384287,2003-10-30,2003-10-30,CORD,2,24YC01P00527
4412,VII-C,Harrison,1384295,2002-03-19,2007-08-09,CORD,1,24YC01P00528
28981,VII-E,George,1384392,2011-11-30,2011-12-19,CORD,1,20YC11P00041
4170,VI,Stone,1384538,2001-11-20,2004-11-05,CORD,1,66YC02P00002
14381,V-W,Warren,1384619,2006-08-22,2006-09-19,CORD,1,75YC06P00379
18210,V-W,Warren,1384619,2008-02-07,2008-05-06,CORD,2,75YC08P00033
8151,VII-W,Hancock,1385313,2001-11-28,2004-01-09,CORD,1,23YC01P00185
5511,VII-W,Hancock,1385321,2001-11-28,2004-01-09,CORD,1,23YC01P00186
8152,VII-W,Hancock,1385364,2001-11-28,2004-01-09,CORD,1,23YC01P00187
47735,VII-W,Hancock,1385461,2017-03-23,2017-12-13,CORD,1,23YC17P00160
4057,II-W,East Bolivar,1385674,2001-11-21,2002-06-05,CORD,1,06YC01P00195
3374,IV-S,Neshoba,1386069,2001-11-20,2001-11-28,CORD,1,50YC01P00161
4857,IV-N,Winston,1386352,2002-04-17,2002-06-19,CORD,1,80YC02P00058
6328,IV-N,Winston,1386352,2002-11-20,2006-09-25,CORD,2,80YC02P00058
15132,II-E,DeSoto,1386433,2006-12-08,2009-06-09,CORD,1,17YC06P01686
15133,II-E,DeSoto,1386441,2006-12-08,2008-01-15,CORD,1,17YC06P01687
31480,V-E,Smith,1386506,2012-11-05,2013-09-27,CORD,1,65YC13P00073
34020,V-E,Covington,1386506,2013-09-11,2013-09-11,CORD,2,16YC10P00027
9092,IV-S,Jones,1386689,2004-02-18,2008-06-26,CORD,1,34YC04P00142
7246,IV-N,Lowndes,1386867,2003-07-30,2003-12-10,CORD,1,44YC03P00237
5363,VII-E,Jackson,1386913,2001-11-27,2003-03-05,CORD,1,30YC02P00420
7241,IV-N,Lowndes,1386921,2003-07-30,2003-12-10,CORD,1,44YC03P00235
5361,VII-E,Jackson,1386980,2001-11-27,2003-03-05,CORD,1,30YC02P00417
12803,VII-E,Jackson,1386980,2005-12-01,2012-06-13,CORD,2,30YC05P01186
11921,VII-C,Harrison,1387065,2005-06-07,2007-07-18,CORD,1,24YC05P00305
13711,VII-W,Pearl River,1387642,2006-02-20,2006-03-01,CORD,1,55YC06P00031
3344,IV-S,Lauderdale,1388150,2001-11-02,2002-07-16,CORD,1,38YC01P00451
8271,IV-S,Neshoba,1388517,2003-12-11,2004-08-12,CORD,1,50YC04P00004
9930,IV-S,Neshoba,1388517,2004-09-03,2005-11-30,CORD,2,50YC04P00183
8272,IV-S,Neshoba,1388568,2003-12-11,2004-08-12,CORD,1,50YC04P00003
9929,IV-S,Neshoba,1388568,2004-09-03,2005-11-30,CORD,2,50YC04P00182
5502,II-E,Yalobusha,1389297,2002-09-20,2003-06-12,CORD,1,81YC02P00067
5500,II-E,Yalobusha,1389319,2002-09-20,2003-06-12,CORD,1,81YC02P00065
5501,II-E,Yalobusha,1389378,2002-09-20,2003-06-12,CORD,1,81YC02P00066
6665,V-W,Pike,1389513,2003-04-10,2003-09-04,CORD,1,57YC01P00137
8502,V-W,Pike,1389513,2004-02-23,2004-09-23,CORD,2,57YC04P00102
11799,V-W,Pike,1389513,2005-07-11,2007-03-14,CORD,3,57YC05P00222
18417,VI,Forrest,1389599,2008-03-05,2009-07-07,CORD,1,18YC08P00169
4259,II-E,Tunica,1389688,2002-01-15,2003-07-17,CORD,1,72YC02P00007
14027,VII-E,Jackson,1389998,2006-06-04,2007-10-08,CORD,1,30YC06P00514
13018,VII-E,Jackson,1390007,2006-01-04,2006-02-15,CORD,1,30YC06P00011
8051,I-N,Prentiss,1390368,2003-11-06,2004-07-21,CORD,1,59YC03P00302
33379,VII-C,Harrison,1390791,2013-01-23,2016-09-09,CORD,1,24YC12P00897
36906,VII-C,Harrison,1391135,2014-07-01,2015-03-09,CORD,1,24YC14P01453
3848,II-E,Grenada,1391186,2001-12-27,2002-01-14,CORD,1,22YC01P00208
4998,II-E,Grenada,1391186,2002-05-06,2002-11-25,CORD,2,22YC02P00110
3376,III-S,Hinds,1391550,2001-11-28,2002-04-12,CORD,1,25YC01P00741
10374,III-S,Hinds,1391550,2004-12-08,2008-12-08,CORD,2,25YC04P01772
16725,I-S,Itawamba,1392298,2007-07-11,2009-03-09,CORD,1,29YC07P00177
11126,I-S,Union,1392336,2005-04-19,2011-11-03,CORD,1,73YC05P00031
4204,II-E,Grenada,1393499,2001-11-14,2007-04-15,CORD,1,22YC02P00001
6177,IV-N,Lowndes,1393960,2002-01-10,2004-11-16,CORD,1,44YC01P00350
6179,IV-N,Lowndes,1393995,2002-01-10,2004-11-16,CORD,1,44YC02P00028
4114,IV-N,Lowndes,1394045,2002-01-10,2004-11-16,CORD,1,44YC01P00348
6143,IV-N,Lowndes,1394134,2002-01-10,2004-11-16,CORD,1,44YC01P00349
4584,V-E,Lincoln,1394916,2002-02-26,2003-02-20,CORD,1,43YC02P00003
19146,IV-S,Jones,1395297,2008-06-13,2009-01-28,CORD,1,34YC08P00032
27529,IV-S,Jones,1395297,2011-06-06,2013-01-23,CORD,2,34YC11P00421
4034,V-W,Adams,1395815,2001-10-18,2003-04-29,CORD,1,01YC02P00004
11925,VII-W,Pearl River,1395831,2005-03-22,2005-11-30,CORD,1,55YC05P00009
5359,VII-E,Jackson,1395866,2001-11-27,2003-03-05,CORD,1,30YC02P00415
11621,VII-E,Jackson,1395866,2005-06-15,2005-06-27,CORD,2,30YC05P00462
12801,VII-E,Jackson,1395866,2005-12-01,2011-03-16,CORD,3,30YC05P01184
4936,I-S,Lee,1395890,2002-04-18,2003-04-25,CORD,1,41YC02P00469
5604,VII-W,Hancock,1395920,2002-08-26,2005-12-07,CORD,1,23YC02P00105
22604,VII-W,Hancock,1395920,2009-09-08,2012-08-22,CORD,2,23YC09P00100
5381,VII-W,Hancock,1395939,2002-08-28,2005-12-07,CORD,1,23YC02P00106
22606,VII-W,Hancock,1395939,2009-09-08,2010-09-08,CORD,2,23YC09P00101
6249,VII-W,Hancock,1395955,2002-08-26,2005-12-07,CORD,1,23YC02P00107
22607,VII-W,Hancock,1395955,2009-09-08,2010-09-08,CORD,2,23YC09P00102
14232,V-W,Pike,1396404,2006-07-21,2007-04-11,CORD,1,57YC06P00299
31288,VII-W,Pearl River,1396412,2012-10-18,2015-02-11,CORD,1,55YC12P00704
4038,I-S,Union,1396552,2002-01-10,2005-06-23,CORD,1,73YC02P00014
4630,VI,Stone,1397443,2002-04-19,2008-11-13,CORD,1,66YC02P00018
3413,VII-E,Jackson,1397567,2001-11-21,2001-12-18,CORD,1,30YC01P00487
3561,VII-E,Jackson,1398075,2001-10-29,2004-07-15,CORD,1,30YC01P00510
3436,II-E,DeSoto,1398547,2001-12-06,2003-08-19,CORD,1,17YC01P00495
11683,II-E,DeSoto,1398547,2005-06-15,2005-08-23,VOL,2,17YC05P00667
21564,II-W,Washington,1398679,2009-05-27,2011-11-16,CORD,1,76YC08P00879
5141,V-W,Warren,1400290,2002-07-25,2003-04-03,CORD,1,75YC02P00316
14847,V-W,Warren,1400290,2006-10-04,2015-07-28,CORD,2,75YC06P00481
22381,III-S,Hinds,1400622,2009-07-28,2010-07-29,CORD,1,25YC09P01509
4220,VII-C,Harrison,1401939,2001-12-04,2002-02-13,CORD,1,24YC01P00547
4402,VI,Lamar,1403192,2001-12-10,2004-06-08,CORD,1,37YC02P00014
4842,VI,Lamar,1403214,2001-03-05,2002-06-11,CORD,1,37YC02P00078
5296,I-S,Itawamba,1403222,2002-01-25,2004-10-18,CORD,1,29YC02P00047
38832,V-E,Lincoln,1404237,2015-01-27,2015-09-29,CORD,1,43YC15P00015
5757,V-W,Adams,1404296,2002-11-01,2003-02-11,CORD,1,01YC02P00055
13062,I-S,Union,1404326,2005-12-15,2006-09-15,CORD,1,73YC06P00013
13061,I-S,Union,1404342,2005-12-15,2006-09-15,CORD,1,73YC06P00004
5758,V-W,Adams,1404407,2002-11-01,2003-12-12,CORD,1,01YC02P00056
4121,IV-N,Lowndes,1405845,2001-12-04,2002-03-20,CORD,1,44YC02P00031
5336,IV-N,Lowndes,1405845,2002-05-09,2002-10-04,VOL,2,44YC02P00031
5056,I-N,Tishomingo,1406477,2002-03-04,2005-10-05,CORD,1,71YC02P00138
45216,IV-S,Lauderdale,1407074,2016-08-19,2016-08-22,CORD,1,38YC16P00503
6743,IV-N,Lowndes,1407201,2003-05-07,2005-10-05,CORD,1,44YC02P00055
6744,IV-N,Lowndes,1407228,2003-05-07,2005-10-05,CORD,1,44YC02P00056
18834,IV-N,West Chickasaw,1407244,2008-05-06,2008-11-14,CORD,1,84YC08P00079
15446,IV-S,Lauderdale,1407376,2007-01-30,2007-12-12,CORD,1,38YC07P00018
43593,IV-S,Clarke,1407376,2016-04-14,2017-06-28,CORD,2,12YC16P00086
16747,I-S,Union,1407538,2007-07-24,2008-12-10,CORD,1,73YC02P00037
20729,IV-S,Scott,1407805,2009-01-30,2012-08-07,CORD,1,62YC09P00041
4302,IV-N,Lowndes,1407856,2001-10-18,2002-06-26,CORD,1,44YC02P00043
50984,V-E,Simpson,1407880,2018-02-21,2018-03-23,CORD,1,64YC18P00062
31297,V-W,Warren,1408526,2012-10-17,2012-10-23,CORD,1,75YC12P00367
27594,V-W,Warren,1408534,2011-06-16,2011-06-23,CORD,1,75YC11P00217
12799,VII-C,Harrison,1408569,2005-08-24,2008-11-12,CORD,1,24YC05P00428
7016,VI,Perry,1409034,2002-01-12,2002-06-21,CORD,1,56YC02P00009
6781,VI,Perry,1409042,2001-12-14,2002-06-21,CORD,1,56YC03P00030
6086,IV-S,Newton,1409883,2002-12-13,2005-11-29,CORD,1,51YC02P00172
3469,V-W,Warren,1410040,2001-04-10,2001-12-05,CORD,1,75YC01P00389
30663,II-E,DeSoto,1410784,2012-07-19,2015-05-19,CORD,1,17YC12P01637
3448,IV-S,Newton,1411268,2001-12-04,2002-05-07,CORD,1,51YC01P00147
43049,III-N,Rankin,1411772,2016-02-16,2017-07-11,CORD,1,61YC16P00233
